City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,Chandigarh,30.7343,76.7933,76.44,41,0,6.11,IN,2021-10-10 17:14:11
298,Jinhua,29.1078,119.6547,73.58,94,85,4.0,CN,2021-10-10 17:14:12
299,Koping,59.514,15.9926,53.53,69,100,10.76,SE,2021-10-10 17:14:12
300,Guangyuan,32.442,105.823,50.79,88,100,5.41,CN,2021-10-10 17:14:12
301,Strelka,58.0728,93.0344,34.34,89,100,7.58,RU,2021-10-10 17:14:13
302,Mareeba,-17.0,145.4333,68.72,95,11,2.26,AU,2021-10-10 17:14:13
303,Georgiyevka,43.0369,74.7114,42.84,87,75,4.47,KZ,2021-10-10 17:14:14
304,Kashi,39.4547,75.9797,48.42,44,100,2.8,CN,2021-10-10 17:14:14
305,Ojo Caliente,22.5708,-102.2519,75.74,42,6,5.12,MX,2021-10-10 17:14:14
306,Faya,18.3851,42.4509,70.32,28,48,15.05,SA,2021-10-10 17:14:15
307,Alghero,40.5589,8.3181,66.29,48,20,10.36,IT,2021-10-10 17:14:15
308,Copiapo,-27.3667,-70.3333,67.69,14,0,9.73,CL,2021-10-10 17:14:15
309,Bijie,27.3125,105.2942,53.65,95,100,4.56,CN,2021-10-10 17:14:16
310,Gayny,60.3071,54.3241,36.09,80,99,5.48,RU,2021-10-10 17:14:16
311,Neka,36.6508,53.299,58.78,60,0,3.58,IR,2021-10-10 17:14:16
312,Ust-Tsilma,65.441,52.1498,32.7,98,100,8.19,RU,2021-10-10 17:14:05
313,Baijiantan,45.6333,85.1833,52.56,25,98,6.91,CN,2021-10-10 17:14:17
314,Boa Vista,2.8197,-60.6733,91.38,49,40,11.5,BR,2021-10-10 17:14:17
315,Khatanga,71.9667,102.5,16.36,96,100,6.02,RU,2021-10-10 17:14:17
316,Bedesa,8.9,40.7833,62.62,92,85,3.27,ET,2021-10-10 17:14:17
317,Bubaque,11.2833,-15.8333,82.6,75,97,10.71,GW,2021-10-10 17:14:18
318,Gisborne,-38.6533,178.0042,43.95,89,10,5.41,NZ,2021-10-10 17:13:10
319,Lata,40.1629,-8.3327,78.49,45,97,5.23,PT,2021-10-10 17:10:46
320,Sal Rei,16.1833,-22.9167,84.4,70,75,20.71,CV,2021-10-10 17:14:18
321,Lazaro Cardenas,17.9583,-102.2,84.25,69,95,4.56,MX,2021-10-10 17:14:19
322,Puerto Quijarro,-17.7833,-57.7667,101.14,28,55,5.77,BO,2021-10-10 17:14:19
323,Saint-Paul,-21.0096,55.2707,73.51,77,17,3.42,RE,2021-10-10 17:14:19
324,Fort Nelson,58.8053,-122.7002,40.55,64,92,6.93,CA,2021-10-10 17:14:20
325,San Andres,12.5847,-81.7006,87.82,74,40,12.66,CO,2021-10-10 17:14:20
326,Coquimbo,-29.9533,-71.3436,64.13,51,0,16.11,CL,2021-10-10 17:14:20
327,Wembley,-31.9333,115.8,58.08,81,0,3.44,AU,2021-10-10 17:14:21
328,Myitkyina,25.3833,97.4,75.69,91,2,1.34,MM,2021-10-10 17:14:21
329,Hami,42.8,93.45,50.56,24,0,5.99,CN,2021-10-10 17:14:21
330,Cognac,45.5,-0.25,66.9,48,0,11.5,FR,2021-10-10 17:14:21
331,Ilulissat,69.2167,-51.1,33.82,69,100,3.44,GL,2021-10-10 17:14:22
332,Braganca,-1.0536,-46.7656,89.64,50,35,8.84,BR,2021-10-10 17:14:22
333,Kissidougou,9.1848,-10.0999,80.11,86,75,2.35,GN,2021-10-10 17:14:22
334,Tocopilla,-22.092,-70.1979,69.33,60,14,10.42,CL,2021-10-10 17:14:23
335,Linfen,36.0889,111.5189,50.47,63,65,3.15,CN,2021-10-10 17:14:23
336,Boueni,-12.9025,45.0761,78.78,75,73,6.42,YT,2021-10-10 17:14:23
337,Birjand,32.8663,59.2211,52.25,19,0,6.42,IR,2021-10-10 17:14:24
338,Grao Mogol,-16.5594,-42.8897,82.81,41,77,7.9,BR,2021-10-10 17:14:24
339,Kijang,35.2442,129.2139,74.41,87,41,5.7,KR,2021-10-10 17:14:24
340,Raudeberg,61.9875,5.1352,49.19,92,70,7.0,NO,2021-10-10 17:14:25
341,Muzaffarabad,34.37,73.4711,66.72,74,39,5.41,PK,2021-10-10 17:14:25
342,Maumere,-8.6199,122.2111,78.21,77,39,5.12,ID,2021-10-10 17:14:25
343,Yulara,-25.2406,130.9889,54.81,62,88,12.62,AU,2021-10-10 17:14:26
344,Arroio Grande,-32.2375,-53.0869,63.27,86,100,14.5,BR,2021-10-10 17:14:26
345,Zyryanka,65.75,150.85,18.46,82,58,8.7,RU,2021-10-10 17:14:26
346,Vila Velha,-20.3297,-40.2925,69.75,94,75,5.75,BR,2021-10-10 17:12:17
347,Riyadh,24.6877,46.7219,87.94,14,0,10.16,SA,2021-10-10 17:13:27
348,Chara,56.9064,118.2631,27.95,71,54,4.79,RU,2021-10-10 17:14:27
349,Saint-Augustin,51.226,-58.6502,55.78,40,82,6.49,CA,2021-10-10 17:14:27
350,Kangaatsiaq,68.3065,-53.4641,33.28,65,100,8.39,GL,2021-10-10 17:14:27
351,Alekseyevka,50.6309,38.6903,47.62,52,95,6.4,RU,2021-10-10 17:14:27
352,Vardo,70.3705,31.1107,42.78,93,75,4.61,NO,2021-10-10 17:14:28
353,Nsanje,-16.92,35.262,82.13,49,0,13.35,MW,2021-10-10 17:14:28
354,Bilma,18.6853,12.9164,91.02,9,85,8.12,NE,2021-10-10 17:14:28
355,Asfi,32.2994,-9.2372,72.52,79,99,17.49,MA,2021-10-10 17:14:29
356,Sobolevo,54.4299,31.8996,40.82,72,24,3.94,RU,2021-10-10 17:14:29
357,Narsaq,60.9167,-46.05,37.62,37,44,2.46,GL,2021-10-10 17:14:29
358,Honningsvag,70.9821,25.9704,44.35,87,0,13.8,NO,2021-10-10 17:14:30
359,Dreux,48.6667,1.25,58.96,67,11,7.16,FR,2021-10-10 17:14:30
360,Mazamari,-11.3258,-74.5308,94.57,42,51,0.83,PE,2021-10-10 17:14:30
361,Yumen,40.2833,97.2,40.69,19,0,13.76,CN,2021-10-10 17:14:31
362,Payo,-3.7508,103.6372,77.34,81,95,2.44,ID,2021-10-10 17:14:31
363,Yongchang,30.0381,119.7317,69.58,93,96,5.35,CN,2021-10-10 17:14:31
364,Gewane,10.1664,40.6453,87.82,46,83,3.8,ET,2021-10-10 17:14:31
365,Grand Gaube,-20.0064,57.6608,74.37,81,54,5.99,MU,2021-10-10 17:11:37
366,Tara,56.8944,74.371,28.78,73,53,5.64,RU,2021-10-10 17:14:32
367,Fort Frances,48.5999,-93.4003,62.82,67,90,1.99,CA,2021-10-10 17:14:32
368,Beyneu,45.3167,55.2,54.99,34,46,6.15,KZ,2021-10-10 17:14:33
369,Behbahan,30.5959,50.2417,83.43,10,0,6.87,IR,2021-10-10 17:14:33
370,Finschhafen,-6.6024,147.8681,76.95,92,100,3.85,PG,2021-10-10 17:14:33
371,Morehead,37.2711,-87.1764,83.91,59,1,13.8,US,2021-10-10 17:14:33
372,Oyek,52.5861,104.4556,32.38,70,3,3.51,RU,2021-10-10 17:14:34
373,Shahrud,36.4182,54.9763,51.71,49,0,5.55,IR,2021-10-10 17:14:34
374,Fairbanks,64.8378,-147.7164,34.61,95,90,3.44,US,2021-10-10 17:12:23
375,Talnakh,69.4865,88.3972,23.4,96,98,4.63,RU,2021-10-10 17:14:34
376,Meulaboh,4.1363,96.1285,77.97,85,100,2.62,ID,2021-10-10 17:14:35
377,Severo-Kurilsk,50.6789,156.125,46.04,92,100,24.54,RU,2021-10-10 17:14:35
378,Ambon,-3.6954,128.1814,77.14,94,20,8.05,ID,2021-10-10 17:14:35
379,Phan Thiet,10.9333,108.1,78.75,88,100,7.99,VN,2021-10-10 17:14:36
380,Swan Hill,-35.3378,143.5544,38.48,93,72,7.18,AU,2021-10-10 17:14:36
381,Kavaratti,10.5669,72.642,82.29,80,93,11.7,IN,2021-10-10 17:14:36
382,Bengkulu,-3.8004,102.2655,76.73,90,59,4.65,ID,2021-10-10 17:14:33
383,Talcher,20.95,85.2167,77.95,65,5,2.71,IN,2021-10-10 17:14:37
384,Itarema,-2.9248,-39.9167,87.64,57,72,17.63,BR,2021-10-10 17:12:30
385,Fortuna,40.5982,-124.1573,58.93,66,1,1.01,US,2021-10-10 17:14:37
386,Te Anau,-45.4167,167.7167,45.63,95,100,5.82,NZ,2021-10-10 17:14:37
387,Weligama,5.9667,80.4167,78.04,90,78,10.09,LK,2021-10-10 17:14:38
388,Tilichiki,60.4667,166.1,26.2,79,77,5.1,RU,2021-10-10 17:14:38
389,Tahta,26.7693,31.5021,90.43,15,41,9.37,EG,2021-10-10 17:14:38
390,Mungeli,22.0667,81.6833,73.33,64,0,2.28,IN,2021-10-10 17:14:39
391,Iquitos,-3.7481,-73.2472,93.24,59,40,4.61,PE,2021-10-10 17:14:39
392,Kathmandu,27.7167,85.3167,70.02,94,20,3.44,NP,2021-10-10 17:14:39
393,Champasak,14.75,106.0,73.4,99,48,1.9,LA,2021-10-10 17:14:39
394,Tura,25.5198,90.2201,74.89,87,10,3.2,IN,2021-10-10 17:14:40
395,Vanimo,-2.6741,141.3028,79.07,89,95,4.25,PG,2021-10-10 17:14:40
396,Alaca,40.1683,34.8425,60.87,50,0,5.28,TR,2021-10-10 17:14:40
397,Agidel,55.9077,53.9355,45.39,90,100,5.1,RU,2021-10-10 17:14:41
398,Saldanha,-33.0117,17.9442,60.66,69,85,10.04,ZA,2021-10-10 17:14:41
399,Banda Aceh,5.5577,95.3222,80.06,82,90,15.55,ID,2021-10-10 17:14:41
400,Vaitape,-16.5167,-151.75,79.48,72,55,11.7,PF,2021-10-10 17:14:42
401,General Elizardo Aquino,-24.4333,-56.7,77.49,78,98,4.52,PY,2021-10-10 17:14:42
402,Matara,5.9485,80.5353,77.85,91,81,10.2,LK,2021-10-10 17:14:42
403,Aklavik,68.2191,-135.0107,28.4,93,90,8.05,CA,2021-10-10 17:11:09
404,Salinopolis,-0.6136,-47.3561,85.59,65,17,14.34,BR,2021-10-10 17:14:43
405,Emerald,-23.5333,148.1667,66.34,55,0,9.98,AU,2021-10-10 17:14:43
406,Lokossa,6.6387,1.7167,80.94,84,73,5.73,BJ,2021-10-10 17:14:43
407,Vestmannaeyjar,63.4427,-20.2734,43.79,87,90,13.8,IS,2021-10-10 17:14:44
408,Sioux Lookout,50.1001,-91.917,62.98,100,90,8.05,CA,2021-10-10 17:14:44
409,Klaksvik,62.2266,-6.589,43.72,81,83,26.15,FO,2021-10-10 17:14:44
410,Merauke,-8.4667,140.3333,77.11,87,85,11.34,ID,2021-10-10 17:14:45
411,Tommot,58.9564,126.2925,35.64,85,100,12.15,RU,2021-10-10 17:14:45
412,Sovetskiy,61.3614,63.5842,29.52,56,6,4.23,RU,2021-10-10 17:14:45
413,Potsdam,52.3989,13.0657,56.1,64,40,4.65,DE,2021-10-10 17:12:52
414,Sawtell,-30.3833,153.1,71.19,88,90,13.8,AU,2021-10-10 17:14:46
415,Verdun,49.25,5.3333,56.17,65,46,2.3,FR,2021-10-10 17:14:46
416,Iqaluit,63.7506,-68.5145,40.69,70,27,3.8,CA,2021-10-10 17:14:46
417,Havre-Saint-Pierre,50.2334,-63.5986,52.23,70,94,14.72,CA,2021-10-10 17:14:47
418,Liberal,37.0431,-100.921,57.47,82,90,13.8,US,2021-10-10 17:14:47
419,Tarko-Sale,64.9225,77.785,28.13,73,32,12.03,RU,2021-10-10 17:14:47
420,Porto Nacional,-10.7081,-48.4172,95.0,19,59,3.47,BR,2021-10-10 17:14:48
421,Kharp,66.8014,65.8081,27.19,91,34,4.99,RU,2021-10-10 17:14:48
422,Demba,-5.51,22.2667,81.77,48,100,2.82,CD,2021-10-10 17:14:48
423,Karasuk,53.7377,78.0403,41.16,89,100,7.85,RU,2021-10-10 17:14:49
424,Road Town,18.4167,-64.6167,79.0,83,75,17.27,VG,2021-10-10 17:14:49
425,Payson,40.0444,-111.7321,54.0,69,90,6.91,US,2021-10-10 17:14:49
426,Katherine,-14.4667,132.2667,84.52,54,100,8.05,AU,2021-10-10 17:14:49
427,Presevo,42.3092,21.6492,52.66,96,100,3.94,RS,2021-10-10 17:14:50
428,Ottumwa,41.02,-92.4113,73.63,78,75,6.91,US,2021-10-10 17:14:50
429,Daru,-9.0763,143.2092,78.33,80,99,11.01,PG,2021-10-10 17:14:50
430,Iranshahr,27.2025,60.6848,79.95,16,0,8.05,IR,2021-10-10 17:14:51
431,Lambarene,-0.7001,10.2406,78.64,84,70,2.91,GA,2021-10-10 17:14:51
432,Noshiro,40.2039,140.0242,71.04,85,58,17.58,JP,2021-10-10 17:14:51
433,Bijar,35.8668,47.6051,55.22,30,0,4.47,IR,2021-10-10 17:14:52
434,Klamath Falls,42.2249,-121.7817,49.86,68,40,1.99,US,2021-10-10 17:14:52
435,Comodoro Rivadavia,-45.8667,-67.5,73.26,25,0,17.27,AR,2021-10-10 17:14:52
436,Beloha,-25.1667,45.05,68.58,83,5,3.62,MG,2021-10-10 17:14:53
437,Kachiry,53.0675,76.1036,41.85,90,100,10.89,KZ,2021-10-10 17:14:53
438,Port Hedland,-20.3167,118.5667,68.05,77,9,3.44,AU,2021-10-10 17:14:53
439,Buraydah,26.326,43.975,86.13,13,0,10.92,SA,2021-10-10 17:12:04
440,Bhimunipatnam,17.8833,83.4333,83.71,78,2,1.21,IN,2021-10-10 17:14:54
441,Venado Tuerto,-33.7456,-61.9688,72.79,45,83,9.35,AR,2021-10-10 17:14:54
442,Novo Aripuana,-5.1206,-60.3797,99.82,32,30,3.87,BR,2021-10-10 17:14:54
443,Mayskiy,47.6931,40.1025,53.44,44,64,10.22,RU,2021-10-10 17:14:55
444,Genhe,50.7833,121.5167,29.46,93,11,4.34,CN,2021-10-10 17:14:55
445,Araioses,-2.89,-41.9031,89.58,58,20,20.71,BR,2021-10-10 17:11:13
446,Freeport,40.6576,-73.5832,65.52,84,90,5.01,US,2021-10-10 17:13:34
447,Isabela,6.7085,121.9711,79.38,86,100,10.2,PH,2021-10-10 17:14:55
448,Whitehorse,60.7161,-135.0538,34.11,92,98,3.0,CA,2021-10-10 17:14:56
449,Mecca,21.4267,39.8261,88.47,49,5,3.29,SA,2021-10-10 17:14:56
450,Zhiryatino,53.2228,33.7306,41.32,60,27,2.06,RU,2021-10-10 17:14:56
451,Orlik,52.5178,99.825,28.4,74,2,3.36,RU,2021-10-10 17:14:57
452,Sinjar,36.3209,41.8754,78.46,17,0,8.57,IQ,2021-10-10 17:14:57
453,Dunedin,-45.8742,170.5036,52.81,86,80,13.0,NZ,2021-10-10 17:12:11
454,San Antero,9.3741,-75.7589,83.1,75,85,5.3,CO,2021-10-10 17:14:57
455,Lampazos De Naranjo,27.0167,-100.5167,91.17,35,16,1.52,MX,2021-10-10 17:14:57
456,Olinda,-8.0089,-34.8553,82.13,69,40,8.05,BR,2021-10-10 17:12:11
457,Manicore,-5.8092,-61.3003,100.98,29,24,3.67,BR,2021-10-10 17:14:58
458,Thunder Bay,48.4001,-89.3168,61.99,98,90,13.8,CA,2021-10-10 17:14:30
459,Port Hardy,50.6996,-127.4199,46.58,87,75,8.05,CA,2021-10-10 17:14:58
460,Waingapu,-9.6567,120.2641,76.6,80,91,5.28,ID,2021-10-10 17:14:59
461,Dwarka,22.2394,68.9678,82.83,75,3,7.94,IN,2021-10-10 17:14:59
462,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,92.93,48,44,3.71,BR,2021-10-10 17:14:09
463,Ankola,14.6667,74.3,78.55,90,61,1.36,IN,2021-10-10 17:14:59
464,Amarante Do Maranhao,-5.5667,-46.7422,100.54,24,40,8.03,BR,2021-10-10 17:15:00
465,Hervey Bay,-25.2986,152.8535,70.02,74,0,14.7,AU,2021-10-10 17:11:54
466,Tabou,4.423,-7.3528,80.04,80,100,8.1,CI,2021-10-10 17:15:00
467,Klyuchi,52.2667,79.1667,44.8,56,100,5.64,RU,2021-10-10 17:15:01
468,Two Rivers,44.1539,-87.5693,74.25,86,75,4.0,US,2021-10-10 17:14:02
469,The Valley,18.217,-63.0578,87.94,66,40,19.57,AI,2021-10-10 17:15:01
470,Teguise,29.0605,-13.564,73.62,61,75,17.27,ES,2021-10-10 17:15:02
471,Sterling,39.0062,-77.4286,71.74,89,90,8.01,US,2021-10-10 17:14:12
472,Seoul,37.5683,126.9778,60.28,58,100,7.34,KR,2021-10-10 17:14:55
473,Vao,-22.6667,167.4833,69.82,64,2,16.98,NC,2021-10-10 17:15:03
474,Pitsunda,43.1592,40.3378,60.98,71,63,3.15,GE,2021-10-10 17:15:03
475,Puerto Madero,14.7208,-92.4215,88.0,74,40,2.3,MX,2021-10-10 17:15:04
476,Maniitsoq,65.4167,-52.9,37.18,63,99,6.08,GL,2021-10-10 17:15:05
477,Sulangan,11.1373,123.7228,83.1,75,100,19.89,PH,2021-10-10 17:15:05
478,Izberbash,42.5696,47.8645,55.45,74,86,3.96,RU,2021-10-10 17:15:06
479,Linhai,28.85,121.1167,77.94,86,4,3.4,CN,2021-10-10 17:15:07
480,Durban,-29.8579,31.0292,63.91,80,90,6.93,ZA,2021-10-10 17:11:05
481,College,64.8569,-147.8028,35.26,95,90,4.61,US,2021-10-10 17:15:07
482,Ateptsevo,55.3236,36.75,46.27,70,15,3.91,RU,2021-10-10 17:15:07
483,Novogurovskiy,54.4678,37.3428,38.79,63,7,3.49,RU,2021-10-10 17:15:08
484,Malindi,-3.2175,40.1191,77.23,85,36,13.06,KE,2021-10-10 17:15:08
485,Walvis Bay,-22.9575,14.5053,63.09,43,5,13.76,NA,2021-10-10 17:11:43
486,Lermontovka,47.1453,134.3383,44.62,74,98,17.29,RU,2021-10-10 17:15:09
487,Korla,41.7597,86.1469,49.66,38,16,5.82,CN,2021-10-10 17:15:09
488,Viedma,-40.8135,-62.9967,79.43,19,0,14.27,AR,2021-10-10 17:15:09
489,Aquidauana,-20.4711,-55.7872,91.36,53,82,5.35,BR,2021-10-10 17:15:09
490,Broome,42.2506,-75.833,68.38,67,20,1.01,US,2021-10-10 17:15:10
491,Mehamn,71.0357,27.8492,44.78,88,91,8.5,NO,2021-10-10 17:12:23
492,Whitianga,-36.8333,175.7,50.02,85,4,7.25,NZ,2021-10-10 17:15:10
493,The Pas,53.8251,-101.2541,59.85,47,65,8.14,CA,2021-10-10 17:15:10
494,Luderitz,-26.6481,15.1594,73.04,40,3,8.93,NA,2021-10-10 17:15:11
495,Sao Jose Da Coroa Grande,-8.8978,-35.1478,83.08,57,89,8.34,BR,2021-10-10 17:15:11
496,Portland,45.5234,-122.6762,56.41,91,75,3.0,US,2021-10-10 17:15:11
497,Handan,36.6006,114.4678,54.07,64,60,0.96,CN,2021-10-10 17:15:12
498,Dudinka,69.4058,86.1778,25.84,91,99,12.39,RU,2021-10-10 17:15:12
499,Mbandaka,0.0487,18.2603,75.02,92,100,5.19,CD,2021-10-10 17:15:12
500,Le Port,-20.9373,55.2919,73.4,77,13,2.26,RE,2021-10-10 17:15:12
501,Kayes,14.0,-11.0,89.44,52,100,5.08,ML,2021-10-10 17:15:13
502,Bonnyville,54.2668,-110.735,50.81,28,96,8.34,CA,2021-10-10 17:15:13
503,Umm Lajj,25.0213,37.2685,86.02,64,13,8.48,SA,2021-10-10 17:15:13
504,Egvekinot,66.3167,-179.1667,19.26,85,100,6.89,RU,2021-10-10 17:15:14
505,Mastic Beach,40.7668,-72.8521,65.53,89,90,1.01,US,2021-10-10 17:15:14
506,Husavik,66.0449,-17.3389,35.69,95,99,3.42,IS,2021-10-10 17:10:34
507,Gazanjyk,39.2446,55.5154,55.09,21,16,9.78,TM,2021-10-10 17:15:14
508,Itoman,26.1247,127.6694,82.78,88,75,18.41,JP,2021-10-10 17:15:15
509,Gornozavodsk,58.3758,58.3211,30.69,69,100,1.43,RU,2021-10-10 17:15:15
510,Ilebo,-4.3167,20.5833,79.3,76,98,4.83,CD,2021-10-10 17:15:15
511,Linjiang,41.8069,126.9078,42.55,85,87,1.36,CN,2021-10-10 17:15:16
512,San Patricio,28.017,-97.5169,89.69,56,12,20.98,US,2021-10-10 17:15:16
513,Merritt,50.1123,-120.7942,42.46,82,71,5.3,CA,2021-10-10 17:15:16
514,Plzen,49.7475,13.3776,47.88,73,0,3.58,CZ,2021-10-10 17:15:17
515,Maracacume,-2.0428,-45.9592,90.81,48,74,7.65,BR,2021-10-10 17:15:17
516,Kodinsk,58.6881,99.1844,34.25,98,100,6.06,RU,2021-10-10 17:15:17
517,Puerto Baquerizo Moreno,-0.9,-89.6,74.39,73,40,12.66,EC,2021-10-10 17:15:17
518,Barcelos,41.5388,-8.6151,76.84,43,66,2.66,PT,2021-10-10 17:15:18
519,Verkhnyaya Inta,65.9811,60.3094,29.03,78,67,8.23,RU,2021-10-10 17:15:18
520,Rio Grande,-32.035,-52.0986,66.31,82,100,20.83,BR,2021-10-10 17:15:18
521,Jaisalmer,26.9147,70.9181,90.23,24,0,13.76,IN,2021-10-10 17:15:19
522,Bereda,43.2686,-7.5406,65.95,81,1,8.28,ES,2021-10-10 17:15:19
523,Nadym,65.5333,72.5167,28.99,85,95,8.97,RU,2021-10-10 17:15:19
524,Kaeo,-35.1,173.7833,48.33,92,53,3.04,NZ,2021-10-10 17:15:20
525,Zhigansk,66.7697,123.3711,33.21,99,100,13.42,RU,2021-10-10 17:15:20
526,Nyagan,62.1406,65.3936,29.26,56,5,4.5,RU,2021-10-10 17:15:20
527,Panaba,21.2833,-88.2667,92.91,48,68,3.27,MX,2021-10-10 17:15:21
528,Tallinn,59.437,24.7535,52.14,78,0,11.5,EE,2021-10-10 17:15:21
529,Zheleznodorozhnyy,55.7503,38.0042,46.81,54,81,4.27,RU,2021-10-10 17:10:36
530,Benghazi,32.1167,20.0667,79.97,48,0,6.96,LY,2021-10-10 17:15:21
531,Nakapiripirit,1.9167,34.7833,73.65,65,96,3.2,UG,2021-10-10 17:15:21
532,San Policarpo,12.1791,125.5072,81.19,81,96,13.53,PH,2021-10-10 17:15:22
533,Tautira,-17.7333,-149.15,78.82,74,63,7.87,PF,2021-10-10 17:15:22
534,Prince Rupert,54.3161,-130.3201,47.89,81,90,12.66,CA,2021-10-10 17:15:22
535,Sao Raimundo Das Mangabeiras,-7.0219,-45.4811,103.42,16,47,8.08,BR,2021-10-10 17:15:23
536,Jasper,37.2001,-94.3502,81.45,59,40,8.01,US,2021-10-10 17:15:23
537,Adrar,20.5022,-10.0711,98.46,8,77,4.27,MR,2021-10-10 17:14:37
538,Clyde River,70.4692,-68.5914,39.43,75,75,11.5,CA,2021-10-10 17:15:23
539,Aykhal,66.0,111.5,25.34,95,100,14.36,RU,2021-10-10 17:15:24
540,Kayerkan,69.3497,87.7602,23.54,95,99,6.17,RU,2021-10-10 17:15:24
541,Porto Santo,33.072,-16.3415,73.78,64,40,14.97,PT,2021-10-10 17:15:24
542,Mardin,37.3131,40.7436,68.22,15,0,3.22,TR,2021-10-10 17:15:25
543,Santiago Del Estero,-27.7951,-64.2615,72.1,59,98,9.42,AR,2021-10-10 17:11:27
544,Kununurra,-15.7667,128.7333,80.58,61,90,8.05,AU,2021-10-10 17:13:16
545,Asyut,27.181,31.1837,88.29,16,5,8.95,EG,2021-10-10 17:15:25
546,Lakes Entrance,-37.8811,147.981,45.57,90,84,9.42,AU,2021-10-10 17:12:10
547,Canby,45.2629,-122.6926,56.41,93,90,1.01,US,2021-10-10 17:15:26
548,Parasia,22.2,78.7667,70.3,62,4,2.08,IN,2021-10-10 17:15:26
549,Suzzara,44.9919,10.7431,59.99,68,0,2.13,IT,2021-10-10 17:15:26
550,Yurimaguas,-5.9,-76.0833,91.56,47,20,5.75,PE,2021-10-10 17:15:26
551,Banepa,27.6298,85.5214,68.32,94,20,3.44,NP,2021-10-10 17:10:35
552,Tuatapere,-46.1333,167.6833,53.82,88,100,4.68,NZ,2021-10-10 17:12:15
553,Passo De Camaragibe,-9.2368,-35.4901,85.55,51,97,8.21,BR,2021-10-10 17:15:27
554,Ust-Kut,56.7938,105.7672,38.48,90,97,8.97,RU,2021-10-10 17:15:27
555,Akyab,20.15,92.9,83.01,79,100,4.21,MM,2021-10-10 17:15:28
556,Maceio,-9.6658,-35.7353,85.44,70,75,8.05,BR,2021-10-10 17:15:28
557,Ocampo,21.65,-101.5,72.28,49,2,6.87,MX,2021-10-10 17:15:28
558,Donskoye,45.4552,41.9741,51.93,69,32,13.91,RU,2021-10-10 17:15:29
559,Luorong,24.4058,109.6086,67.12,84,100,15.57,CN,2021-10-10 17:15:29
560,Oranjestad,12.524,-70.027,84.15,79,40,9.22,AW,2021-10-10 17:13:11
561,Karasjok,69.4719,25.5112,39.31,98,100,5.1,NO,2021-10-10 17:15:29
562,Trapani,37.8333,12.6667,66.38,60,40,16.11,IT,2021-10-10 17:15:30
563,Mezen,65.8522,44.24,42.28,99,100,5.82,RU,2021-10-10 17:15:30
564,Banapur,19.7833,85.1833,82.35,64,33,2.71,IN,2021-10-10 17:15:30
565,Aksu,41.1231,80.2644,51.91,29,100,2.66,CN,2021-10-10 17:15:30
566,Baracoa,20.3467,-74.4958,88.81,56,99,4.61,CU,2021-10-10 17:15:31
567,Itamaraca,-7.7478,-34.8256,86.68,62,85,10.87,BR,2021-10-10 17:15:31
568,Amga,60.8953,131.9608,32.4,80,99,5.97,RU,2021-10-10 17:15:31
569,General Pico,-35.6566,-63.7568,75.06,41,85,7.07,AR,2021-10-10 17:15:32
570,Wabana,47.6332,-52.9481,48.07,75,90,25.32,CA,2021-10-10 17:15:32
571,Kamaishi,39.2667,141.8833,66.79,95,47,12.06,JP,2021-10-10 17:15:32
572,Nushki,29.5542,66.0215,60.22,21,0,2.73,PK,2021-10-10 17:15:33
573,Chapais,49.7834,-74.8492,58.78,90,100,9.26,CA,2021-10-10 17:15:33
574,Flin Flon,54.7682,-101.865,51.64,66,75,8.05,CA,2021-10-10 17:15:33
575,Gat,31.61,34.7642,77.4,61,0,9.28,IL,2021-10-10 17:15:34
576,Kjollefjord,70.9457,27.3465,44.65,89,94,9.1,NO,2021-10-10 17:15:34
577,Khani,41.9563,42.9566,45.97,74,17,4.16,GE,2021-10-10 17:15:34
578,Collie,-33.3667,116.15,50.99,84,100,3.85,AU,2021-10-10 17:15:35
579,Bataipora,-22.2953,-53.2711,68.45,90,100,2.46,BR,2021-10-10 17:10:59
580,Havoysund,70.9963,24.6622,45.48,83,97,7.25,NO,2021-10-10 17:15:35
581,Chernyshevskiy,63.0128,112.4714,28.56,67,100,16.8,RU,2021-10-10 17:15:35
582,Hokitika,-42.7167,170.9667,50.63,90,96,3.11,NZ,2021-10-10 17:15:36
583,Likasi,-10.9814,26.7333,81.21,23,54,4.52,CD,2021-10-10 17:15:36
584,Ejutla De Crespo,16.5667,-96.7333,74.35,54,1,0.76,MX,2021-10-10 17:15:36
585,Mora,11.0461,14.1401,87.66,25,96,5.68,CM,2021-10-10 17:15:37
586,Dunn,44.95,-91.8835,77.22,68,57,11.5,US,2021-10-10 17:15:37
587,Shingu,33.7333,135.9833,68.36,90,6,4.81,JP,2021-10-10 17:15:37
588,Elizabeth City,36.2946,-76.2511,77.02,84,90,23.02,US,2021-10-10 17:15:38
589,Yagodnoye,62.55,149.6667,7.68,85,7,3.96,RU,2021-10-10 17:15:38
590,Chardara,41.2547,67.9692,52.16,36,54,2.84,KZ,2021-10-10 17:15:38
591,Borogontsy,62.6683,131.1683,34.05,98,100,6.78,RU,2021-10-10 17:13:47
592,Labuan,5.2767,115.2417,80.96,89,20,0.0,MY,2021-10-10 17:15:39
593,Armizonskoye,55.9461,67.6736,31.66,63,74,6.67,RU,2021-10-10 17:15:39
594,Hobyo,5.3505,48.5268,79.52,85,21,17.36,SO,2021-10-10 17:15:39
